Algorithm,Route,Distance (km),Execution Time (s),Length Difference (km),Resemble Rate (%),Try (№)
Genetic Algorithm,"11304463277, 9866112764, 11304454347, 11169616046, 6590078374, 10844090829, 11169615722, 10651606817, 10992630653, 9866076596, 7792050787, 9076609153, 11164995326, 9076552607, 10594249705, 9076609824, 10844090945, 10844090963, 9076615567, 11169615789, 10844090844, 10578577138, 10217195778, 11304463558, 9076608867, 10756767154, 10844090738, 11169616010, 11169615790, 11169615900",315496,0.056,244.9,0.09999999999999998,0
Genetic Algorithm,"11304463277, 10844090844, 9866112764, 11304454347, 10578577138, 11169615789, 10844090738, 11169615790, 11304463558, 10844090963, 9076615567, 11169615900, 9076608867, 10844090829, 6590078374, 7792050787, 9076609153, 10594249705, 11164995326, 9076552607, 10651606817, 11169615722, 9866076596, 10756767154, 11169616046, 10992630653, 10217195778, 10844090945, 9076609824, 11169616010",286822,0.055,273.6,0.9333333333333333,1
Genetic Algorithm,"11304463277, 10217195778, 11304463558, 9076608867, 10844090963, 9076615567, 9076609824, 9076609153, 7792050787, 10594249705, 9076552607, 11169615722, 10651606817, 10844090829, 6590078374, 10992630653, 11304454347, 10844090844, 10844090738, 11169616010, 9866112764, 10578577138, 11169615789, 9866076596, 11169616046, 11164995326, 10756767154, 10844090945, 11169615790, 11169615900",302033,0.055,258.4,0.9333333333333333,2
Genetic Algorithm,"11304463277, 9076608867, 11304463558, 11169615900, 11169616010, 11169615790, 11169615789, 6590078374, 11169616046, 11164995326, 9076609153, 10594249705, 10651606817, 10756767154, 7792050787, 9076552607, 9866076596, 11169615722, 11304454347, 10578577138, 9866112764, 10844090738, 10992630653, 10217195778, 10844090844, 9076609824, 10844090829, 10844090945, 10844090963, 9076615567",313053,0.055,247.4,0.9333333333333333,3
Genetic Algorithm,"11304463277, 10844090844, 9866112764, 10578577138, 11304454347, 10756767154, 10651606817, 11169615722, 9866076596, 6590078374, 9076609153, 9076552607, 11169616046, 11169615790, 11169616010, 7792050787, 10594249705, 10844090829, 10992630653, 9076609824, 10844090945, 11169615900, 9076615567, 10844090738, 11164995326, 11169615789, 10217195778, 9076608867, 11304463558, 10844090963",359034,0.055,201.4,0.8666666666666667,4
Genetic Algorithm,"11304463277, 10578577138, 9866112764, 11304454347, 9076609153, 7792050787, 11169616046, 10844090844, 11169615789, 10844090829, 11169615722, 9866076596, 10756767154, 10651606817, 9076552607, 10594249705, 11164995326, 6590078374, 10992630653, 10217195778, 9076609824, 10844090945, 10844090738, 11169616010, 11169615790, 9076615567, 11169615900, 10844090963, 11304463558, 9076608867",284198,0.056,276.2,0.8666666666666667,5
Genetic Algorithm,"11304463277, 11304463558, 11304454347, 11169616046, 6590078374, 10651606817, 9866076596, 11169615722, 11169616010, 9076609824, 10217195778, 9866112764, 10844090844, 10578577138, 10992630653, 10756767154, 11169615790, 10844090738, 9076608867, 10844090945, 10844090829, 11164995326, 10594249705, 9076552607, 7792050787, 9076609153, 11169615789, 11169615900, 9076615567, 10844090963",348388,0.056,212.1,0.9666666666666667,6
Genetic Algorithm,"11304463277, 9076615567, 9076608867, 10844090963, 11304463558, 10844090945, 10217195778, 11169615789, 11164995326, 11169615790, 11169616010, 11169615900, 9866112764, 9076609824, 11304454347, 10844090829, 6590078374, 11169616046, 10594249705, 9076552607, 9076609153, 7792050787, 10756767154, 9866076596, 10651606817, 11169615722, 10992630653, 10578577138, 10844090844, 10844090738",320022,0.056,240.4,0.1333333333333333,7
Genetic Algorithm,"11304463277, 11169615790, 10844090738, 11169616010, 10217195778, 6590078374, 10594249705, 9076609153, 9076552607, 11164995326, 10756767154, 10844090829, 7792050787, 11169615722, 10651606817, 9866076596, 10992630653, 11169616046, 11169615789, 9866112764, 10844090844, 10578577138, 11304454347, 9076609824, 10844090963, 11169615900, 10844090945, 9076608867, 11304463558, 9076615567",287947,0.055,272.5,0.9,8
Genetic Algorithm,"11304463277, 10217195778, 9866112764, 9076615567, 11169616010, 10844090829, 6590078374, 9866076596, 9076552607, 10594249705, 7792050787, 9076609153, 11164995326, 11169616046, 11169615789, 10992630653, 10756767154, 10651606817, 11169615722, 10844090963, 10844090945, 10578577138, 11304454347, 10844090844, 9076609824, 10844090738, 11169615900, 11169615790, 11304463558, 9076608867",323607,0.058,236.8,0.9,9
Genetic Algorithm Adaptive Crossover,"9076609824, 10844090945, 11169616010, 10992630653, 10217195778, 11169615900, 10844090844, 10844090738, 11169615789, 10844090829, 10651606817, 11304454347, 10578577138, 9866112764, 9076609153, 7792050787, 9076552607, 6590078374, 11164995326, 10594249705, 11169615790, 10756767154, 9866076596, 11169615722, 11169616046, 11304463277, 9076615567, 10844090963, 11304463558, 9076608867",340131,0.122,220.3,0.9,0
Genetic Algorithm Adaptive Crossover,"11169615789, 9866112764, 10844090945, 10217195778, 11304454347, 11169615900, 9076615567, 10992630653, 10578577138, 10844090738, 10844090844, 9076609824, 10844090963, 9076608867, 11304463558, 11304463277, 11169615790, 10844090829, 10651606817, 11169615722, 9866076596, 10756767154, 6590078374, 11169616046, 11169616010, 7792050787, 11164995326, 9076552607, 9076609153, 10594249705",337619,0.119,222.8,0.9666666666666667,1
Genetic Algorithm Adaptive Crossover,"9076608867, 11164995326, 7792050787, 10594249705, 9076609153, 9076552607, 10217195778, 9076609824, 11169616010, 11304454347, 11169615789, 6590078374, 10844090829, 10578577138, 10844090844, 11169615790, 9866112764, 11169616046, 10844090945, 10992630653, 10651606817, 9866076596, 10756767154, 11169615722, 10844090738, 11304463277, 11169615900, 10844090963, 9076615567, 11304463558",330351,0.121,230.1,0.9,2
Genetic Algorithm Adaptive Crossover,"10992630653, 6590078374, 10594249705, 10756767154, 9866076596, 11169615722, 10651606817, 11169616046, 11169615900, 9076608867, 10844090963, 10844090945, 10217195778, 11304463277, 9076615567, 10844090738, 9076609824, 9866112764, 11304454347, 10578577138, 11169615789, 11164995326, 9076609153, 7792050787, 9076552607, 10844090829, 10844090844, 11304463558, 11169616010, 11169615790",335182,0.121,225.3,0.09999999999999998,3
Genetic Algorithm Adaptive Crossover,"9866076596, 6590078374, 10594249705, 9076552607, 10651606817, 9076609153, 11164995326, 11304454347, 10844090945, 10992630653, 10844090829, 11169615790, 11169615900, 10217195778, 9076609824, 11304463277, 9076608867, 11169616010, 9866112764, 11169615789, 9076615567, 10844090963, 11169616046, 7792050787, 10756767154, 11304463558, 10844090738, 10844090844, 10578577138, 11169615722",384330,0.118,176.1,0.09999999999999998,4
Genetic Algorithm Adaptive Crossover,"10844090963, 9076615567, 11304463558, 9076608867, 11169615790, 9076609824, 11169616010, 10844090945, 11304463277, 11304454347, 10578577138, 11169615900, 10844090829, 10756767154, 11164995326, 11169615722, 10594249705, 9076609153, 7792050787, 11169616046, 6590078374, 9866076596, 10651606817, 10844090738, 9076552607, 10992630653, 10844090844, 9866112764, 10217195778, 11169615789",331606,0.119,228.8,0.16666666666666663,5
Genetic Algorithm Adaptive Crossover,"10844090829, 9076552607, 11169616046, 11164995326, 9866076596, 11169615722, 10594249705, 7792050787, 6590078374, 10756767154, 10651606817, 9076609153, 9076615567, 10844090963, 9076608867, 11304463558, 11304454347, 9076609824, 11169615789, 10992630653, 10844090945, 11169616010, 11169615790, 10217195778, 9866112764, 11304463277, 10844090738, 11169615900, 10844090844, 10578577138",329766,0.117,230.7,0.9333333333333333,6
Genetic Algorithm Adaptive Crossover,"10844090844, 11169615790, 11304454347, 10217195778, 9076609824, 11169615900, 9076608867, 11304463558, 9076615567, 9866112764, 10992630653, 10844090829, 10844090963, 7792050787, 10594249705, 11169615722, 10651606817, 10756767154, 11164995326, 9076609153, 11169615789, 11304463277, 10844090945, 10844090738, 11169616010, 11169616046, 6590078374, 10578577138, 9866076596, 9076552607",386401,0.156,174.0,0.09999999999999998,7
Genetic Algorithm Adaptive Crossover,"10594249705, 6590078374, 10844090829, 10578577138, 9866112764, 10992630653, 11169616010, 11304463558, 9076608867, 11304463277, 9076609824, 10844090844, 11169615789, 10844090738, 11304454347, 10844090945, 9076615567, 10844090963, 11169615790, 11169615900, 10217195778, 11164995326, 11169616046, 10651606817, 10756767154, 9866076596, 7792050787, 9076552607, 9076609153, 11169615722",340058,0.129,220.4,0.9333333333333333,8
Genetic Algorithm Adaptive Crossover,"10844090844, 9866112764, 10578577138, 10756767154, 6590078374, 10651606817, 9076552607, 9866076596, 11169615722, 11164995326, 11169616046, 10594249705, 9076609153, 7792050787, 10992630653, 10844090945, 11169615790, 11169616010, 10844090738, 11169615789, 9076609824, 10217195778, 11169615900, 9076615567, 10844090963, 9076608867, 11304463558, 11304463277, 11304454347, 10844090829",314191,0.126,246.2,0.9666666666666667,9
Irgibnnm Genetic Algorithm,"10844090945, 11304463277, 9076609824, 11169615900, 11169615790, 11169616010, 9076552607, 11164995326, 10651606817, 10756767154, 9866076596, 11169615722, 6590078374, 10594249705, 7792050787, 9076609153, 11169616046, 10844090829, 10992630653, 9866112764, 11304454347, 10217195778, 10578577138, 10844090844, 11169615789, 10844090738, 9076608867, 11304463558, 9076615567, 10844090963",294401,0.066,266.0,0.9333333333333333,0
Irgibnnm Genetic Algorithm,"10992630653, 11169616010, 11169615790, 10844090945, 10844090738, 10217195778, 10844090844, 10578577138, 9866112764, 11304454347, 11304463277, 10844090963, 9076615567, 9076609824, 11169615789, 11164995326, 11169616046, 6590078374, 10594249705, 9076552607, 7792050787, 9076609153, 10651606817, 11169615722, 9866076596, 10756767154, 10844090829, 11169615900, 11304463558, 9076608867",272095,0.066,288.3,0.09999999999999998,1
Irgibnnm Genetic Algorithm,"11304463277, 10844090829, 10992630653, 9866112764, 11304454347, 9076609824, 10578577138, 11169615789, 10844090844, 10844090945, 11169616010, 9076615567, 10844090963, 11304463558, 9076608867, 11169615900, 11169615790, 10844090738, 10217195778, 9076552607, 7792050787, 11164995326, 10594249705, 10651606817, 11169615722, 9866076596, 10756767154, 6590078374, 11169616046, 9076609153",327110,0.066,233.3,0.06666666666666665,2
Irgibnnm Genetic Algorithm,"10992630653, 6590078374, 11164995326, 10594249705, 11169615722, 10651606817, 9866076596, 11169616046, 9076552607, 10844090844, 9076609824, 11304463277, 10844090963, 9076615567, 9076608867, 11304463558, 11169615900, 10844090738, 10578577138, 9866112764, 11304454347, 10844090945, 11169615790, 11169616010, 10217195778, 11169615789, 10844090829, 9076609153, 7792050787, 10756767154",283283,0.066,277.2,0.9333333333333333,3
Irgibnnm Genetic Algorithm,"10651606817, 11169615722, 10756767154, 9866076596, 10594249705, 11169616046, 10992630653, 10578577138, 10844090844, 11304454347, 10844090963, 9076615567, 11304463277, 11169615790, 9076608867, 11304463558, 9866112764, 10844090945, 11169615789, 11164995326, 7792050787, 9076609153, 9076552607, 6590078374, 10844090829, 11169616010, 10844090738, 11169615900, 10217195778, 9076609824",314898,0.067,245.5,0.9,4
Irgibnnm Genetic Algorithm,"10844090829, 9076609153, 11164995326, 10651606817, 11169615722, 9866076596, 10594249705, 11169616046, 10844090945, 11304454347, 9076609824, 10217195778, 10578577138, 9866112764, 10844090844, 11169615789, 11169616010, 11304463277, 9076615567, 11169615790, 10844090963, 9076608867, 11304463558, 10844090738, 11169615900, 10992630653, 6590078374, 10756767154, 9076552607, 7792050787",316816,0.068,243.6,0.06666666666666665,5
Irgibnnm Genetic Algorithm,"11169616010, 9076608867, 11304463558, 10844090963, 11304463277, 9076615567, 11169615790, 10992630653, 11169615789, 7792050787, 9076609153, 11164995326, 11169616046, 10756767154, 9866076596, 10651606817, 11169615722, 9076552607, 10594249705, 6590078374, 10844090829, 10844090844, 9866112764, 11169615900, 10844090945, 10844090738, 9076609824, 10578577138, 11304454347, 10217195778",289543,0.066,270.9,0.19999999999999996,6
Irgibnnm Genetic Algorithm,"11304454347, 11169615790, 11304463277, 10217195778, 10578577138, 10844090945, 11169616010, 9866112764, 10844090844, 7792050787, 9076552607, 6590078374, 11169616046, 11164995326, 9076608867, 11304463558, 10844090963, 11169615900, 9076615567, 10844090738, 9076609824, 9866076596, 10651606817, 11169615722, 10756767154, 9076609153, 10594249705, 10844090829, 11169615789, 10992630653",341174,0.065,219.3,0.9333333333333333,7
Irgibnnm Genetic Algorithm,"11304463277, 10844090738, 10844090945, 11169616010, 11169615789, 9076609824, 11169615900, 7792050787, 10594249705, 9076609153, 11169616046, 11304454347, 10578577138, 11169615790, 9866112764, 10844090844, 10992630653, 9076552607, 11164995326, 10651606817, 10756767154, 11169615722, 10844090829, 10844090963, 9076608867, 9076615567, 11304463558, 10217195778, 6590078374, 9866076596",359509,0.066,200.9,0.9333333333333333,8
Irgibnnm Genetic Algorithm,"11304463277, 10844090963, 9076615567, 10992630653, 10844090829, 11169616046, 9076552607, 9076609153, 10594249705, 7792050787, 11164995326, 6590078374, 9866076596, 11169615722, 10651606817, 10756767154, 10844090945, 11169615790, 10844090738, 11169616010, 11169615900, 9076609824, 11304454347, 10844090844, 9866112764, 10578577138, 11169615789, 10217195778, 9076608867, 11304463558",277244,0.066,283.2,0.9333333333333333,9
