Algorithm,Route,Distance (km),Execution Time (s),Length Difference (km),Resemble Rate (%),Try (№)
Genetic Algorithm,"11169615730, 8762720855, 10844090898, 10844090901, 10844090789, 11169615879, 9076613564, 9719863320, 10844090954, 11169615822, 10543058026, 11169553027, 8846416770, 9719863695, 11304463563",148804,0.041,29.0,0.8,4
Genetic Algorithm,"11169615730, 9076613564, 11169615879, 10844090789, 10844090901, 10844090954, 9719863320, 11169615822, 9719863695, 8846416770, 11169553027, 10844090898, 11304463563, 10543058026, 8762720855",142423,0.041,35.4,0.8666666666666667,5
Genetic Algorithm,"11169615730, 10844090898, 8762720855, 10543058026, 11169553027, 9719863695, 8846416770, 11169615822, 11304463563, 9719863320, 10844090954, 11169615879, 10844090789, 10844090901, 9076613564",131655,0.041,46.2,0.06666666666666665,6
Genetic Algorithm,"11169615730, 9719863320, 11304463563, 9076613564, 11169615822, 10844090954, 10844090901, 10844090789, 11169615879, 10543058026, 8762720855, 9719863695, 8846416770, 11169553027, 10844090898",156606,0.041,21.2,0.6666666666666666,7
Genetic Algorithm,"11169615730, 10844090901, 11169615879, 10844090789, 9076613564, 11169615822, 10844090954, 9719863320, 8762720855, 10543058026, 11169553027, 9719863695, 8846416770, 10844090898, 11304463563",137648,0.04,40.2,0.19999999999999996,8
Genetic Algorithm,"11169615730, 9076613564, 10844090901, 10844090789, 11169615879, 11169615822, 10844090954, 9719863320, 8846416770, 9719863695, 11169553027, 10844090898, 10543058026, 8762720855, 11304463563",146205,0.05,31.6,0.7333333333333333,9
Genetic Algorithm Adaptive Crossover,"11169615730, 10844090898, 8762720855, 10543058026, 11169553027, 8846416770, 9719863695, 11169615822, 11304463563, 10844090954, 9719863320, 9076613564, 11169615879, 10844090789, 10844090901",138328,0.111,39.5,0.06666666666666665,0
Genetic Algorithm Adaptive Crossover,"10844090898, 11304463563, 10844090789, 10844090901, 11169615822, 9719863320, 10844090954, 9076613564, 11169615879, 11169615730, 10543058026, 8762720855, 9719863695, 8846416770, 11169553027",141194,0.143,36.7,0.7333333333333333,1
Genetic Algorithm Adaptive Crossover,"8846416770, 9719863695, 10543058026, 9719863320, 10844090954, 11169615879, 10844090901, 10844090789, 9076613564, 11169615822, 11169553027, 10844090898, 11304463563, 11169615730, 8762720855",144009,0.118,33.8,0.8,2
Genetic Algorithm Adaptive Crossover,"10844090898, 11169553027, 11169615730, 9076613564, 10844090789, 10844090901, 11169615879, 9719863320, 10844090954, 11169615822, 11304463563, 10543058026, 8762720855, 8846416770, 9719863695",130899,0.114,47.0,0.8,3
Genetic Algorithm Adaptive Crossover,"11169615730, 10844090901, 10844090789, 11169615879, 9076613564, 11304463563, 11169615822, 10844090954, 9719863320, 10844090898, 9719863695, 8762720855, 8846416770, 11169553027, 10543058026",140900,0.139,37.0,0.8666666666666667,4
Genetic Algorithm Adaptive Crossover,"10844090898, 11304463563, 11169615822, 10844090901, 10844090789, 11169615879, 9076613564, 9719863320, 10844090954, 11169615730, 11169553027, 8846416770, 10543058026, 8762720855, 9719863695",131316,0.137,46.5,0.8,5
Genetic Algorithm Adaptive Crossover,"11169553027, 9719863695, 11169615730, 11304463563, 9076613564, 10844090901, 10844090789, 11169615879, 11169615822, 10844090954, 9719863320, 8846416770, 10844090898, 8762720855, 10543058026",150323,0.13,27.5,0.7333333333333333,6
Genetic Algorithm Adaptive Crossover,"9076613564, 10844090789, 10844090901, 11169615879, 11169615822, 11169615730, 11169553027, 8846416770, 9719863695, 8762720855, 10543058026, 10844090898, 11304463563, 10844090954, 9719863320",132208,0.122,45.6,0.1333333333333333,7
Genetic Algorithm Adaptive Crossover,"9076613564, 10844090898, 11169615730, 11169553027, 8762720855, 10543058026, 9719863695, 8846416770, 11304463563, 9719863320, 10844090954, 11169615822, 11169615879, 10844090901, 10844090789",146107,0.104,31.7,0.8666666666666667,8
Genetic Algorithm Adaptive Crossover,"11169553027, 10543058026, 8762720855, 10844090898, 11169615730, 10844090901, 10844090789, 11169615879, 10844090954, 9719863320, 11304463563, 11169615822, 9076613564, 9719863695, 8846416770",143490,0.125,34.4,0.19999999999999996,9
Irgibnnm Genetic Algorithm,"10844090898, 8762720855, 11169615879, 10844090789, 10844090901, 11169615822, 11304463563, 11169615730, 11169553027, 9719863695, 8846416770, 10543058026, 9076613564, 10844090954, 9719863320",152619,0.052,25.2,0.1333333333333333,0
Irgibnnm Genetic Algorithm,"10844090898, 8846416770, 9719863695, 8762720855, 10543058026, 11169553027, 11169615730, 10844090954, 9719863320, 11169615822, 11304463563, 9076613564, 11169615879, 10844090789, 10844090901",139606,0.052,38.2,0.8,1
Irgibnnm Genetic Algorithm,"9719863320, 10844090954, 10844090901, 10844090789, 11169615879, 9076613564, 11169615822, 8846416770, 9719863695, 11169553027, 10844090898, 11169615730, 8762720855, 11304463563, 10543058026",154863,0.052,23.0,0.8,2
Irgibnnm Genetic Algorithm,"11304463563, 11169553027, 8762720855, 10543058026, 8846416770, 9719863695, 10844090898, 11169615730, 11169615822, 10844090954, 9719863320, 9076613564, 10844090789, 11169615879, 10844090901",130060,0.065,47.8,0.1333333333333333,3
Irgibnnm Genetic Algorithm,"10543058026, 8762720855, 9719863695, 10844090898, 8846416770, 11169553027, 11169615730, 11304463563, 11169615879, 10844090789, 10844090901, 9076613564, 11169615822, 10844090954, 9719863320",144955,0.054,32.9,0.19999999999999996,4
Irgibnnm Genetic Algorithm,"11169553027, 8846416770, 9719863695, 11169615730, 10844090898, 10543058026, 8762720855, 11304463563, 11169615879, 10844090901, 10844090789, 9076613564, 11169615822, 9719863320, 10844090954",154439,0.059,23.4,0.7333333333333333,5
Irgibnnm Genetic Algorithm,"11169615822, 9719863320, 10844090954, 10844090789, 10844090901, 11169615879, 9076613564, 11304463563, 10543058026, 8762720855, 10844090898, 11169615730, 8846416770, 11169553027, 9719863695",138945,0.053,38.9,0.8666666666666667,6
Irgibnnm Genetic Algorithm,"11169615879, 9719863320, 9076613564, 10844090789, 10844090901, 10844090954, 11169615730, 11304463563, 11169553027, 9719863695, 8846416770, 10543058026, 8762720855, 10844090898, 11169615822",148568,0.054,29.3,0.06666666666666665,7
Irgibnnm Genetic Algorithm,"11304463563, 11169615730, 10844090898, 10543058026, 8762720855, 9719863695, 8846416770, 11169553027, 10844090954, 9719863320, 11169615822, 11169615879, 10844090901, 10844090789, 9076613564",139295,0.052,38.6,0.1333333333333333,8
Irgibnnm Genetic Algorithm,"11304463563, 11169615822, 11169615879, 10844090901, 10844090789, 9076613564, 10844090954, 9719863320, 11169615730, 10844090898, 8762720855, 10543058026, 9719863695, 8846416770, 11169553027",133207,0.052,44.6,0.19999999999999996,9
