Algorithm,Route,Distance (km),Execution Time (s),Length Difference (km),Resemble Rate (%),Try (№)
Genetic Algorithm,"4780997097, 9076608725, 9930050442, 11304454360, 10844090978, 9076609785, 11281749984, 7792050787, 9866112763, 10844090864, 11169616146, 11134603790, 11169615993, 10784796849, 11205598096, 10720013762, 11304463338, 11304463616, 11304463370, 10045188269, 9804030455, 11169616120, 11304463573, 11169616066, 10836773978, 11169615928, 10844090817, 11175061946, 9786009561, 10578577138",258880,0.056,222.8,0.9333333333333333,7
Genetic Algorithm,"4780997097, 11175061946, 11169616146, 9786009561, 11304454360, 11169615928, 10844090817, 11304463370, 9804030455, 11304463573, 10045188269, 11169616066, 11205598096, 9866112763, 11304463616, 11281749984, 10844090864, 7792050787, 9076609785, 10836773978, 11169616120, 10720013762, 10784796849, 9930050442, 11169615993, 11304463338, 10844090978, 11134603790, 10578577138, 9076608725",300813,0.056,180.8,0.9666666666666667,8
Genetic Algorithm,"4780997097, 11169616146, 11169615993, 10720013762, 11304463338, 9076608725, 11175061946, 9076609785, 10844090864, 9866112763, 11304463616, 7792050787, 11281749984, 11169616066, 11205598096, 10784796849, 11304454360, 10844090978, 10844090817, 11169615928, 11304463370, 9804030455, 10045188269, 11169616120, 11304463573, 10836773978, 9930050442, 11134603790, 10578577138, 9786009561",267130,0.056,214.5,0.9,9
Genetic Algorithm Adaptive Crossover,"11205598096, 9076608725, 9786009561, 4780997097, 10578577138, 11304454360, 9866112763, 7792050787, 11304463616, 10844090864, 11304463338, 11304463573, 11281749984, 11169616120, 11169616066, 9804030455, 10045188269, 11304463370, 10836773978, 11169615928, 9930050442, 11175061946, 11134603790, 11169616146, 11169615993, 9076609785, 10844090817, 10844090978, 10784796849, 10720013762",274926,0.113,206.7,0.9333333333333333,0
Genetic Algorithm Adaptive Crossover,"11169615993, 11169615928, 10578577138, 11304463370, 9076609785, 11134603790, 11175061946, 4780997097, 11169616146, 9930050442, 9076608725, 9786009561, 10720013762, 10844090978, 10844090817, 11304454360, 10784796849, 11169616120, 11304463573, 9804030455, 10045188269, 9866112763, 11281749984, 10836773978, 11169616066, 11304463338, 11304463616, 7792050787, 10844090864, 11205598096",283163,0.117,198.5,0.1333333333333333,1
Genetic Algorithm Adaptive Crossover,"11205598096, 9076608725, 9930050442, 11169615993, 11169616146, 11169615928, 9786009561, 11175061946, 11134603790, 4780997097, 10578577138, 10836773978, 11169616120, 9804030455, 10045188269, 11304463338, 11281749984, 9076609785, 11169616066, 11304463573, 11304463370, 10844090978, 10844090864, 9866112763, 7792050787, 11304463616, 11304454360, 10784796849, 10844090817, 10720013762",280876,0.114,200.8,0.9333333333333333,2
Genetic Algorithm Adaptive Crossover,"11304463338, 11175061946, 10720013762, 10784796849, 11205598096, 4780997097, 10844090817, 11169616146, 9076608725, 11304454360, 9930050442, 11134603790, 11304463616, 7792050787, 9866112763, 10844090864, 11169615993, 10578577138, 9786009561, 10836773978, 11169616066, 9076609785, 11169615928, 10844090978, 11169616120, 9804030455, 10045188269, 11304463573, 11304463370, 11281749984",303960,0.119,177.7,0.06666666666666665,3
Genetic Algorithm Adaptive Crossover,"11304463573, 9804030455, 11169616120, 11304463370, 10836773978, 11281749984, 11304463616, 7792050787, 9866112763, 10844090864, 9076609785, 10045188269, 11169616066, 11304463338, 11169616146, 11169615993, 11175061946, 11134603790, 11304454360, 11169615928, 10844090978, 10844090817, 10784796849, 11205598096, 9076608725, 10578577138, 9786009561, 4780997097, 10720013762, 9930050442",236741,0.117,244.9,0.9,4
Genetic Algorithm Adaptive Crossover,"11304463616, 7792050787, 11281749984, 10844090864, 9076609785, 9866112763, 10045188269, 11304463338, 11169616066, 10836773978, 11169616120, 9804030455, 11304463573, 10720013762, 11205598096, 10844090817, 9786009561, 9930050442, 11304454360, 9076608725, 10784796849, 10844090978, 11169615928, 11169616146, 11169615993, 11134603790, 11175061946, 4780997097, 10578577138, 11304463370",309439,0.114,172.2,0.9666666666666667,5
Genetic Algorithm Adaptive Crossover,"10844090864, 10844090978, 11304454360, 10844090817, 11304463616, 11169616066, 10836773978, 7792050787, 11281749984, 9076609785, 11304463338, 10720013762, 11169616146, 11175061946, 11134603790, 11205598096, 10784796849, 11169615928, 9930050442, 11169615993, 10578577138, 9076608725, 9786009561, 4780997097, 11169616120, 11304463573, 11304463370, 10045188269, 9804030455, 9866112763",247511,0.115,234.1,0.9333333333333333,6
Genetic Algorithm Adaptive Crossover,"11281749984, 10784796849, 11205598096, 10720013762, 11175061946, 7792050787, 10045188269, 9804030455, 10844090978, 10844090817, 11304454360, 10836773978, 11304463338, 11169615928, 4780997097, 9076608725, 10578577138, 11169616146, 11134603790, 11169615993, 9786009561, 9930050442, 11169616120, 11304463370, 9076609785, 9866112763, 11304463616, 11304463573, 11169616066, 10844090864",281368,0.116,200.3,0.06666666666666665,7
Genetic Algorithm Adaptive Crossover,"11205598096, 10844090817, 10720013762, 11304463616, 11304463370, 11281749984, 10844090864, 10045188269, 11169616120, 11304463573, 10844090978, 11304454360, 10784796849, 11169615928, 10578577138, 9786009561, 11175061946, 11134603790, 4780997097, 9076608725, 11169616146, 9930050442, 11169615993, 11304463338, 7792050787, 9866112763, 11169616066, 10836773978, 9804030455, 9076609785",311727,0.117,169.9,0.06666666666666665,8
Genetic Algorithm Adaptive Crossover,"7792050787, 10844090817, 10844090978, 11169615928, 11304454360, 11205598096, 10784796849, 10720013762, 11134603790, 11175061946, 10578577138, 11169616146, 9786009561, 4780997097, 9076608725, 11169616066, 11169616120, 11169615993, 9930050442, 10844090864, 10045188269, 11304463616, 9866112763, 11281749984, 9076609785, 9804030455, 11304463573, 10836773978, 11304463370, 11304463338",291250,0.116,190.4,0.9333333333333333,9
Irgibnnm Genetic Algorithm,"9804030455, 7792050787, 10844090864, 11281749984, 10844090817, 10844090978, 11169615993, 9786009561, 11169616146, 4780997097, 11169615928, 11169616066, 11304463370, 10836773978, 11304463338, 11304463616, 9076609785, 9866112763, 10045188269, 11304454360, 9076608725, 10578577138, 10720013762, 9930050442, 10784796849, 11205598096, 11134603790, 11175061946, 11169616120, 11304463573",276377,0.066,205.3,0.06666666666666665,0
Irgibnnm Genetic Algorithm,"11169616146, 9930050442, 11281749984, 10844090864, 10045188269, 11169616066, 10836773978, 11304463370, 11304463616, 9866112763, 7792050787, 11304463573, 11169616120, 9804030455, 9076609785, 11304463338, 11169615928, 10784796849, 11205598096, 10720013762, 11169615993, 11304454360, 10844090978, 10844090817, 10578577138, 4780997097, 9076608725, 9786009561, 11134603790, 11175061946",262731,0.066,218.9,0.7666666666666667,1
Irgibnnm Genetic Algorithm,"11134603790, 11175061946, 10578577138, 4780997097, 9076609785, 11304463616, 9866112763, 11281749984, 11169616066, 10045188269, 9804030455, 10836773978, 11169616120, 11304463573, 11304463370, 10784796849, 11205598096, 11169615928, 9076608725, 9786009561, 10844090864, 7792050787, 11304463338, 11169615993, 10720013762, 9930050442, 11304454360, 10844090978, 10844090817, 11169616146",287217,0.066,194.4,0.9,2
Irgibnnm Genetic Algorithm,"11304463616, 9866112763, 10045188269, 11304463573, 9804030455, 11304463370, 11169616066, 10836773978, 9076609785, 11169616120, 11304463338, 11281749984, 10844090864, 7792050787, 11134603790, 11175061946, 10720013762, 10844090817, 10844090978, 11169615928, 11169616146, 10784796849, 11205598096, 11304454360, 9076608725, 10578577138, 4780997097, 9786009561, 9930050442, 11169615993",269178,0.067,212.5,0.9,3
Irgibnnm Genetic Algorithm,"9076608725, 10578577138, 4780997097, 9786009561, 11169615993, 9930050442, 11304454360, 10844090978, 11281749984, 9076609785, 10844090864, 11304463370, 11304463573, 11169616066, 11205598096, 11169615928, 10844090817, 10720013762, 11169616120, 9804030455, 10045188269, 10836773978, 7792050787, 9866112763, 11304463616, 11304463338, 10784796849, 11175061946, 11134603790, 11169616146",253572,0.066,228.1,0.1333333333333333,4
Irgibnnm Genetic Algorithm,"11175061946, 10720013762, 9076608725, 9786009561, 11169615993, 4780997097, 10578577138, 11134603790, 10836773978, 11169616146, 9930050442, 9076609785, 11169616066, 11169616120, 10045188269, 9804030455, 11304463370, 11304463573, 7792050787, 9866112763, 10844090978, 10844090817, 10784796849, 11205598096, 11281749984, 10844090864, 11304463616, 11304463338, 11169615928, 11304454360",277039,0.065,204.6,0.9333333333333333,5
Irgibnnm Genetic Algorithm,"11169615993, 11169616146, 11169615928, 10720013762, 9804030455, 11169616120, 11304463573, 9076609785, 7792050787, 10844090864, 11304463616, 9866112763, 11304463338, 11304454360, 10844090978, 11205598096, 10784796849, 10844090817, 10045188269, 11169616066, 10836773978, 9930050442, 11134603790, 11175061946, 4780997097, 9076608725, 9786009561, 10578577138, 11281749984, 11304463370",280497,0.067,201.1,0.9,6
Irgibnnm Genetic Algorithm,"9804030455, 11169616120, 10844090864, 11304463616, 9866112763, 7792050787, 11169616066, 11281749984, 11304463338, 11304463370, 10836773978, 11304463573, 10045188269, 10844090978, 11304454360, 11175061946, 11134603790, 4780997097, 9786009561, 10844090817, 11169615928, 11169615993, 9930050442, 11169616146, 10578577138, 9076608725, 10720013762, 10784796849, 11205598096, 9076609785",256785,0.066,224.8,0.9666666666666667,7
Irgibnnm Genetic Algorithm,"9804030455, 10836773978, 11281749984, 4780997097, 9786009561, 9076608725, 10578577138, 11304454360, 10844090817, 10045188269, 11304463370, 11169616120, 11304463573, 11169616066, 11304463338, 7792050787, 9076609785, 10844090864, 11304463616, 9866112763, 10720013762, 11169615928, 10844090978, 11205598096, 11175061946, 11134603790, 11169616146, 11169615993, 10784796849, 9930050442",271923,0.066,209.7,0.9,8
Irgibnnm Genetic Algorithm,"11304463573, 11304463370, 4780997097, 9930050442, 10844090978, 10844090817, 11304454360, 7792050787, 9076609785, 11169616066, 9804030455, 10045188269, 11169616120, 9866112763, 11304463616, 11281749984, 10844090864, 11304463338, 9786009561, 9076608725, 11169615993, 11169616146, 10836773978, 10720013762, 11205598096, 10784796849, 11175061946, 11134603790, 11169615928, 10578577138",294173,0.067,187.5,0.9333333333333333,9
