Algorithm,Route,Distance (km),Execution Time (s),Length Difference (km),Resemble Rate (%),Try (№)
Genetic Algorithm,"9851440294, 9076611333, 11304463562, 11169615730, 9076608523, 11304454354, 9866112775, 9866076537, 11169615750, 11210005069, 10840044592, 8769442167, 11169615654, 10844090983, 11304454358",152432,0.041,84.7,0.1333333333333333,0
Genetic Algorithm,"9851440294, 10844090983, 11169615730, 11169615654, 11304463562, 9076608523, 11304454354, 8769442167, 9866076537, 11169615750, 9866112775, 10840044592, 11210005069, 11304454358, 9076611333",167376,0.042,69.8,0.06666666666666665,1
Genetic Algorithm,"9851440294, 9076611333, 11169615730, 11169615654, 8769442167, 10840044592, 9866112775, 9866076537, 11169615750, 9076608523, 11304454354, 11210005069, 11304463562, 10844090983, 11304454358",156141,0.041,81.0,0.8666666666666667,2
Genetic Algorithm,"9851440294, 9076611333, 11304463562, 11210005069, 10840044592, 9866076537, 11169615750, 11304454354, 9076608523, 9866112775, 8769442167, 11169615654, 11169615730, 10844090983, 11304454358",127248,0.042,109.9,0.1333333333333333,3
Genetic Algorithm,"9851440294, 11169615730, 11169615654, 8769442167, 11169615750, 9866112775, 9866076537, 11210005069, 10840044592, 9076608523, 11304454354, 11304463562, 10844090983, 11304454358, 9076611333",154044,0.042,83.1,0.8,4
Genetic Algorithm,"9851440294, 9076611333, 11304463562, 11169615730, 8769442167, 11169615654, 11210005069, 9076608523, 11304454354, 9866112775, 9866076537, 11169615750, 10840044592, 10844090983, 11304454358",154122,0.041,83.0,0.8666666666666667,5
Genetic Algorithm,"9851440294, 9076611333, 9866076537, 9866112775, 11210005069, 10840044592, 11169615750, 11304454354, 9076608523, 8769442167, 11169615654, 11169615730, 11304463562, 10844090983, 11304454358",167321,0.041,69.8,0.8666666666666667,6
Genetic Algorithm,"9851440294, 11304463562, 10844090983, 11169615730, 11169615654, 8769442167, 9076608523, 11304454354, 9866112775, 9866076537, 11169615750, 11210005069, 10840044592, 11304454358, 9076611333",149609,0.041,87.6,1.0,7
Genetic Algorithm,"9851440294, 10844090983, 11169615730, 10840044592, 11210005069, 9076608523, 11304454354, 9866112775, 11169615750, 9866076537, 8769442167, 11169615654, 11304463562, 11304454358, 9076611333",152418,0.041,84.7,0.9333333333333333,8
Genetic Algorithm,"9851440294, 10844090983, 11304454358, 9866112775, 11304454354, 9076608523, 11169615750, 9866076537, 8769442167, 11169615654, 11210005069, 10840044592, 11169615730, 11304463562, 9076611333",164538,0.041,72.6,0.19999999999999996,9
Genetic Algorithm Adaptive Crossover,"10840044592, 9866076537, 9076608523, 11304454354, 9866112775, 11169615750, 8769442167, 11169615654, 11169615730, 11304463562, 9076611333, 9851440294, 11304454358, 10844090983, 11210005069",154488,0.108,82.7,0.1333333333333333,0
Genetic Algorithm Adaptive Crossover,"9851440294, 9076611333, 11304463562, 8769442167, 10840044592, 11210005069, 9076608523, 11304454354, 9866076537, 11169615750, 9866112775, 11169615654, 11169615730, 10844090983, 11304454358",156086,0.106,81.1,0.8666666666666667,1
Genetic Algorithm Adaptive Crossover,"11169615750, 9866112775, 9076608523, 11304454354, 8769442167, 11169615730, 11304454358, 9076611333, 9851440294, 10844090983, 11304463562, 11169615654, 10840044592, 11210005069, 9866076537",141216,0.107,95.9,0.8,2
Genetic Algorithm Adaptive Crossover,"11169615730, 9076611333, 9851440294, 11304454358, 10844090983, 11304463562, 8769442167, 11169615750, 9866076537, 9866112775, 11304454354, 9076608523, 11169615654, 10840044592, 11210005069",164144,0.108,73.0,0.9333333333333333,3
Genetic Algorithm Adaptive Crossover,"9851440294, 11304454358, 10844090983, 8769442167, 9866076537, 10840044592, 11210005069, 9076608523, 11304454354, 9866112775, 11169615750, 11169615654, 11169615730, 11304463562, 9076611333",149149,0.106,88.0,0.8666666666666667,4
Genetic Algorithm Adaptive Crossover,"10844090983, 11304463562, 11169615654, 8769442167, 11304454354, 9866076537, 10840044592, 11210005069, 9076608523, 11169615750, 9866112775, 11169615730, 9851440294, 9076611333, 11304454358",160141,0.108,77.0,0.8,5
Genetic Algorithm Adaptive Crossover,"11169615654, 8769442167, 11304454354, 9076608523, 9866076537, 9866112775, 11169615750, 10840044592, 11210005069, 11169615730, 11304463562, 11304454358, 9076611333, 9851440294, 10844090983",162185,0.106,75.0,0.8,6
Genetic Algorithm Adaptive Crossover,"11304454354, 9866112775, 9866076537, 11169615750, 11210005069, 10840044592, 8769442167, 11169615654, 10844090983, 11304454358, 9076611333, 9851440294, 11304463562, 11169615730, 9076608523",139184,0.11,98.0,0.8666666666666667,7
Genetic Algorithm Adaptive Crossover,"11169615730, 11210005069, 11169615750, 9866076537, 9866112775, 11304454354, 9076608523, 10840044592, 9851440294, 9076611333, 11304454358, 10844090983, 11304463562, 11169615654, 8769442167",150698,0.106,86.5,0.19999999999999996,8
Genetic Algorithm Adaptive Crossover,"9866112775, 9866076537, 11169615750, 8769442167, 11169615654, 11169615730, 10844090983, 11304454358, 9076611333, 9851440294, 11304463562, 11210005069, 10840044592, 9076608523, 11304454354",126446,0.107,110.7,0.8666666666666667,9
Irgibnnm Genetic Algorithm,"9866112775, 11304454354, 9851440294, 9076611333, 11304454358, 10844090983, 11169615730, 11304463562, 11169615654, 8769442167, 11210005069, 10840044592, 9866076537, 11169615750, 9076608523",140970,0.052,96.2,0.19999999999999996,0
Irgibnnm Genetic Algorithm,"8769442167, 11304454354, 9076608523, 10840044592, 11210005069, 11169615750, 9866076537, 9866112775, 11169615654, 11169615730, 11304463562, 11304454358, 10844090983, 9851440294, 9076611333",167074,0.052,70.1,0.9333333333333333,1
Irgibnnm Genetic Algorithm,"9851440294, 9076611333, 11304454358, 10844090983, 11304463562, 11169615730, 8769442167, 11169615654, 11210005069, 9866076537, 11169615750, 10840044592, 11304454354, 9076608523, 9866112775",147870,0.052,89.3,0.9333333333333333,2
Irgibnnm Genetic Algorithm,"9851440294, 9076611333, 10844090983, 11304454358, 11304463562, 11169615730, 8769442167, 11169615654, 10840044592, 11210005069, 9866076537, 11169615750, 9076608523, 11304454354, 9866112775",149431,0.052,87.7,0.8,3
Irgibnnm Genetic Algorithm,"9851440294, 9076611333, 11304454358, 10844090983, 11304463562, 11169615730, 11169615654, 8769442167, 10840044592, 11210005069, 11304454354, 9076608523, 9866076537, 11169615750, 9866112775",156419,0.052,80.7,0.8666666666666667,4
Irgibnnm Genetic Algorithm,"9851440294, 9076611333, 11304454358, 10844090983, 11169615730, 11210005069, 10840044592, 9076608523, 11304454354, 11169615750, 9866112775, 9866076537, 8769442167, 11169615654, 11304463562",141643,0.052,95.5,0.2666666666666667,5
Irgibnnm Genetic Algorithm,"9851440294, 9076611333, 10844090983, 11304454358, 11304463562, 11169615730, 8769442167, 11169615654, 10840044592, 11210005069, 11169615750, 9866076537, 9076608523, 11304454354, 9866112775",148654,0.052,88.5,0.8,6
Irgibnnm Genetic Algorithm,"9866112775, 8769442167, 9076608523, 11304454354, 11169615750, 11169615654, 11210005069, 10840044592, 9866076537, 11169615730, 11304463562, 10844090983, 11304454358, 9076611333, 9851440294",172747,0.052,64.4,0.8666666666666667,7
Irgibnnm Genetic Algorithm,"9866112775, 11169615730, 11304463562, 9851440294, 9076611333, 11304454358, 10844090983, 11169615654, 8769442167, 9076608523, 11304454354, 9866076537, 11169615750, 10840044592, 11210005069",147435,0.052,89.7,0.9333333333333333,8
Irgibnnm Genetic Algorithm,"9076611333, 9851440294, 10844090983, 11304454358, 11304463562, 11169615730, 8769442167, 11169615654, 11210005069, 10840044592, 9076608523, 11304454354, 9866076537, 11169615750, 9866112775",164452,0.052,72.7,0.8666666666666667,9
