id,lat,long,type,adress,total_volume,free_volume,purpose
9076608902,59.8441991,30.4086864,outpost,"Ozon, 124/56, Бухарестская улица, Александровский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192284, Россия",439,269,Ozon
11169616022,59.8601635,30.3573677,outpost,"Ozon, 31 к2, Витебский проспект, округ Гагаринское, Санкт-Петербург, Северо-Западный федеральный округ, 196244, Россия",297,210,Ozon
10844090935,59.849079,30.323002,outpost,"216, Московский проспект, Средняя Рогатка, округ Звёздное, Санкт-Петербург, Северо-Западный федеральный округ, 196066, Россия",418,254,Ozon
2216518883,59.9117302,30.3215055,outpost,"34, Малодетскосельский проспект, округ Семёновский, Санкт-Петербург, Северо-Западный федеральный округ, 190013, Россия",538,355,Ozon
11304463470,59.919949,30.3618819,outpost,"Ozon, 11, Транспортный переулок, округ Лиговка-Ямская, Санкт-Петербург, Северо-Западный федеральный округ, 190961, Россия",478,275,Ozon
11169616069,59.9616437,30.3302693,outpost,"Ozon, 3/12, улица Котовского, Петроградская сторона, Посадский округ, Санкт-Петербург, Северо-Западный федеральный округ, 197101, Россия",398,236,Ozon
10763697408,59.9655866,30.2884309,outpost,"Ozon, 13, Петрозаводская улица, Петроградская сторона, округ Чкаловское, Санкт-Петербург, Северо-Западный федеральный округ, 197198, Россия",276,203,Ozon
6308159165,59.9555962,30.2469113,,"Пункт самовывоза, Уральская улица, округ Остров Декабристов, Санкт-Петербург, Северо-Западный федеральный округ, 199155, Россия",0,0,
10672598289,60.0002165,30.2537662,outpost,"20 к1, Гаккелевская улица, округ № 65, Санкт-Петербург, Северо-Западный федеральный округ, 197372, Россия",438,275,Яндекс.Маркет
10844090706,60.023117,30.326293,outpost,"112 к1, проспект Тореза, Поклонная гора, округ Светлановское, Санкт-Петербург, Северо-Западный федеральный округ, 194017, Россия",376,211,Ozon
